path	options	metrics
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f10.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26313480.0, 'norm': 5.331842e-09, 'time': 0.001527431}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f10.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23749020.0, 'norm': 1.889196e-15, 'time': 2.371818e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f10.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23507760.0, 'norm': 3.815821e-31, 'time': 0.0001511177}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f10.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26465940.0, 'norm': 4.854984e-09, 'time': 0.001433919}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f10.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 24878980.0, 'norm': 1.252561e-13, 'time': 2.933748e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f10.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 24907610.0, 'norm': 3.815825e-31, 'time': 0.0001478562}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26310740.0, 'norm': 5.910773e-09, 'time': 0.001429444}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23575470.0, 'norm': 1.854345e-15, 'time': 2.062637e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23852520.0, 'norm': 1.807292e-32, 'time': 9.440762e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 27034090.0, 'norm': 1.265823e-06, 'time': 0.002099684}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25443410.0, 'norm': 1.33296e-06, 'time': 0.0001182138}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25471300.0, 'norm': 7.730528e-27, 'time': 0.0004578827}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26371360.0, 'norm': 0.0, 'time': 0.001643319}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23506370.0, 'norm': 1.854345e-15, 'time': 1.487116e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23624830.0, 'norm': 7.843589e-20, 'time': 0.03311354}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26250650.0, 'norm': 5.910773e-09, 'time': 0.001518303}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23726740.0, 'norm': 1.854345e-15, 'time': 2.404182e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23384060.0, 'norm': 1.807292e-32, 'time': 0.0001466169}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26257820.0, 'norm': 5.38213e-09, 'time': 0.001430144}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 25082760.0, 'norm': 1.251885e-13, 'time': 3.022348e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa14.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 24862560.0, 'norm': 1.808015e-32, 'time': 0.0001496398}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26310740.0, 'norm': 6.198184e-09, 'time': 0.00143178}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23540740.0, 'norm': 1.868363e-15, 'time': 2.147539e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23577480.0, 'norm': 5.390096e-31, 'time': 9.359263e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26650090.0, 'norm': 1.37505e-06, 'time': 0.002125404}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25694740.0, 'norm': 1.33296e-06, 'time': 0.0001133589}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25242500.0, 'norm': 7.730528e-27, 'time': 0.0004621399}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26325240.0, 'norm': 0.0, 'time': 0.001637458}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23584190.0, 'norm': 1.868363e-15, 'time': 1.540416e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23878290.0, 'norm': 7.843589e-20, 'time': 0.03310108}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26706530.0, 'norm': 6.198184e-09, 'time': 0.001520851}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23985770.0, 'norm': 1.868363e-15, 'time': 2.368755e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23802510.0, 'norm': 5.390096e-31, 'time': 0.0001505984}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26437470.0, 'norm': 5.64384e-09, 'time': 0.00152478}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 25238860.0, 'norm': 1.252426e-13, 'time': 3.095825e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f01.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 24977240.0, 'norm': 5.390091e-31, 'time': 0.0001480894}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26320810.0, 'norm': 6.198184e-09, 'time': 0.001484531}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23793380.0, 'norm': 1.868363e-15, 'time': 1.974924e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23574810.0, 'norm': 5.390096e-31, 'time': 9.559942e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26690810.0, 'norm': 1.37505e-06, 'time': 0.002105661}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25560270.0, 'norm': 1.33296e-06, 'time': 0.0001217985}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25650710.0, 'norm': 7.730528e-27, 'time': 0.0004622315}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26542940.0, 'norm': 0.0, 'time': 0.00164194}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23551020.0, 'norm': 1.868363e-15, 'time': 1.511423e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23551430.0, 'norm': 7.843589e-20, 'time': 0.03294512}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26275100.0, 'norm': 6.198184e-09, 'time': 0.00151637}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23542330.0, 'norm': 1.868363e-15, 'time': 2.367434e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23384600.0, 'norm': 5.390096e-31, 'time': 0.0001561915}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26465770.0, 'norm': 5.64384e-09, 'time': 0.001415186}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 25078820.0, 'norm': 1.252426e-13, 'time': 3.149866e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa21.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 24870750.0, 'norm': 5.390091e-31, 'time': 0.0001473283}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26601390.0, 'norm': 6.198184e-09, 'time': 0.001433422}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23987040.0, 'norm': 1.868363e-15, 'time': 1.952215e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23892250.0, 'norm': 5.390096e-31, 'time': 9.375638e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26711450.0, 'norm': 1.37505e-06, 'time': 0.002103239}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25339780.0, 'norm': 1.33296e-06, 'time': 0.0001263327}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25640140.0, 'norm': 7.730528e-27, 'time': 0.0004744728}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26284560.0, 'norm': 0.0, 'time': 0.001747523}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23529720.0, 'norm': 1.868363e-15, 'time': 1.443337e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23613030.0, 'norm': 7.843589e-20, 'time': 0.03290049}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26491580.0, 'norm': 6.198184e-09, 'time': 0.001515451}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23531600.0, 'norm': 1.868363e-15, 'time': 2.513853e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23206790.0, 'norm': 5.390096e-31, 'time': 0.0001472219}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26331180.0, 'norm': 5.64384e-09, 'time': 0.001435472}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 25018250.0, 'norm': 1.252426e-13, 'time': 2.937705e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f03.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 25352440.0, 'norm': 5.390091e-31, 'time': 0.0001471818}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26448530.0, 'norm': 5.331842e-09, 'time': 0.00144328}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23717520.0, 'norm': 1.889196e-15, 'time': 1.95647e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 25516520.0, 'norm': 3.815821e-31, 'time': 9.385358e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26669470.0, 'norm': 9.445175e-07, 'time': 0.002120148}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25436490.0, 'norm': 1.33296e-06, 'time': 0.0001165425}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25404700.0, 'norm': 7.730528e-27, 'time': 0.0004646793}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26271380.0, 'norm': 0.0, 'time': 0.001628774}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23532580.0, 'norm': 1.889196e-15, 'time': 1.493578e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23619420.0, 'norm': 7.843589e-20, 'time': 0.03293683}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26452580.0, 'norm': 5.331842e-09, 'time': 0.001623785}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 24054780.0, 'norm': 1.889196e-15, 'time': 2.547202e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23435100.0, 'norm': 3.815821e-31, 'time': 0.0001545231}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26250040.0, 'norm': 4.854984e-09, 'time': 0.001488349}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 25119990.0, 'norm': 1.252561e-13, 'time': 2.886742e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f25.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 25001820.0, 'norm': 3.815825e-31, 'time': 0.0001495405}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26328920.0, 'norm': 6.198184e-09, 'time': 0.001458802}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23501410.0, 'norm': 1.868363e-15, 'time': 1.843071e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23869730.0, 'norm': 5.390096e-31, 'time': 9.241212e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26692120.0, 'norm': 1.37505e-06, 'time': 0.002099917}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25379310.0, 'norm': 1.33296e-06, 'time': 0.0001134146}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25489410.0, 'norm': 7.730528e-27, 'time': 0.0004701163}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26262200.0, 'norm': 0.0, 'time': 0.001641303}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23523160.0, 'norm': 1.868363e-15, 'time': 1.477463e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23873370.0, 'norm': 7.843589e-20, 'time': 0.03305562}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26403590.0, 'norm': 6.198184e-09, 'time': 0.001513995}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23900040.0, 'norm': 1.868363e-15, 'time': 2.320217e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23850760.0, 'norm': 5.390096e-31, 'time': 0.0001464426}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26584720.0, 'norm': 5.64384e-09, 'time': 0.001441963}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 25124250.0, 'norm': 1.252426e-13, 'time': 2.830201e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f12.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 25001820.0, 'norm': 5.390091e-31, 'time': 0.0001497912}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26254540.0, 'norm': 5.331842e-09, 'time': 0.001430156}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23545820.0, 'norm': 1.889196e-15, 'time': 1.878627e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23491050.0, 'norm': 3.815821e-31, 'time': 9.551014e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26706780.0, 'norm': 9.445175e-07, 'time': 0.002241763}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25232960.0, 'norm': 1.33296e-06, 'time': 0.0001237133}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25713790.0, 'norm': 7.730528e-27, 'time': 0.0004665604}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26316390.0, 'norm': 0.0, 'time': 0.001636433}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23571090.0, 'norm': 1.889196e-15, 'time': 1.438112e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23407250.0, 'norm': 7.843589e-20, 'time': 0.03296233}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26338060.0, 'norm': 5.331842e-09, 'time': 0.001523628}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23956190.0, 'norm': 1.889196e-15, 'time': 2.370624e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23474710.0, 'norm': 3.815821e-31, 'time': 0.000151626}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26201540.0, 'norm': 4.854984e-09, 'time': 0.001418492}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 24600620.0, 'norm': 1.252561e-13, 'time': 3.049559e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/kappa06.particles/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 16, 'mem': 25265600.0, 'norm': 3.815825e-31, 'time': 0.0001489615}

multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26585250.0, 'norm': 5.910773e-09, 'time': 0.001438824}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23559090.0, 'norm': 1.854345e-15, 'time': 2.047345e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 16, 'mem': 23540200.0, 'norm': 1.807292e-32, 'time': 9.152967e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 26531680.0, 'norm': 1.265823e-06, 'time': 0.002125516}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 25403880.0, 'norm': 1.33296e-06, 'time': 0.0001194028}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 111, 'mem': 25317950.0, 'norm': 7.730528e-27, 'time': 0.000464305}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 26285020.0, 'norm': 0.0, 'time': 0.001640799}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 23881320.0, 'norm': 1.854345e-15, 'time': 1.551197e-05}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 23458200.0, 'norm': 7.843589e-20, 'time': 0.03312612}
multiphase/multiphaseEulerFoam/laminar/titaniaSynthesis/f15.particles/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 26338710.0, 'norm': 5.910773e-09, 'time': 0.001546089}
