path	options	metrics
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'bicg', 'pc_type': 'asm'}	{'iter': 4, 'mem': 25865540.0, 'norm': 1.944547e-06, 'time': 0.000670156}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 7, 'mem': 27339160.0, 'norm': 2.147197e-06, 'time': 0.00377362}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 10, 'mem': 24753150.0, 'norm': 3.371419e-06, 'time': 0.0002576616}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'bicg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25480720.0, 'norm': 9.683127e-15, 'time': 0.001025221}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'bicg', 'pc_type': 'ilu'}	{'iter': 4, 'mem': 24707690.0, 'norm': 1.944547e-06, 'time': 0.0002928942}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 3, 'mem': 24276130.0, 'norm': 3578883.0, 'time': 3.806037e-05}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'richardson', 'pc_type': 'asm'}	{'iter': 5, 'mem': 25603890.0, 'norm': 1.992866e-07, 'time': 0.0005243116}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 10, 'mem': 27262440.0, 'norm': 0.0, 'time': 0.003275882}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 17, 'mem': 24175580.0, 'norm': 2.132141e-06, 'time': 0.0001710836}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'richardson', 'pc_type': 'lu'}	{'iter': 1, 'mem': 24966180.0, 'norm': 9.683127e-15, 'time': 0.0009257273}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'richardson', 'pc_type': 'ilu'}	{'iter': 5, 'mem': 24829540.0, 'norm': 1.992866e-07, 'time': 0.0002166528}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 3107, 'mem': 26370870.0, 'norm': 2.253836e-05, 'time': 0.07939838}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'gmres', 'pc_type': 'asm'}	{'iter': 4, 'mem': 26826750.0, 'norm': 8.263422e-07, 'time': 0.0005434433}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 7, 'mem': 27568910.0, 'norm': 1.028385e-06, 'time': 0.00318668}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 10, 'mem': 26027290.0, 'norm': 2.287218e-06, 'time': 0.0002031448}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'gmres', 'pc_type': 'lu'}	{'iter': 1, 'mem': 26457540.0, 'norm': 7.39691e-13, 'time': 0.0009448048}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'gmres', 'pc_type': 'ilu'}	{'iter': 4, 'mem': 25848050.0, 'norm': 8.263422e-07, 'time': 0.0002601858}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'chebyshev', 'pc_type': 'asm'}	{'iter': 28, 'mem': 27605400.0, 'norm': 4.117071e-06, 'time': 0.001218484}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 27662790.0, 'norm': 3.817397e-06, 'time': 0.005104355}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 28, 'mem': 26332690.0, 'norm': 2.720888e-06, 'time': 0.0004908534}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'chebyshev', 'pc_type': 'lu'}	{'iter': 23, 'mem': 27074440.0, 'norm': 2.139919e-06, 'time': 0.001854684}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Ux/0	{'ksp_type': 'chebyshev', 'pc_type': 'ilu'}	{'iter': 28, 'mem': 26876150.0, 'norm': 4.117071e-06, 'time': 0.0008156841}

multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 345, 'mem': 24581860.0, 'norm': 2.231475e-05, 'time': 0.00484222}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'cg', 'pc_type': 'asm'}	{'iter': 4, 'mem': 25622570.0, 'norm': 1.944547e-06, 'time': 0.0005098868}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 7, 'mem': 27386430.0, 'norm': 2.147197e-06, 'time': 0.003188529}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 10, 'mem': 24272080.0, 'norm': 3.371419e-06, 'time': 0.0001596439}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'cg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25132320.0, 'norm': 1.293658e-14, 'time': 0.000950052}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'cg', 'pc_type': 'ilu'}	{'iter': 4, 'mem': 24718050.0, 'norm': 1.944547e-06, 'time': 0.0002256142}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 345, 'mem': 24599310.0, 'norm': 2.231475e-05, 'time': 0.007836528}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'bicg', 'pc_type': 'asm'}	{'iter': 4, 'mem': 25690640.0, 'norm': 1.944547e-06, 'time': 0.0006304432}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 7, 'mem': 27596140.0, 'norm': 2.147197e-06, 'time': 0.003727158}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 10, 'mem': 24765440.0, 'norm': 3.371419e-06, 'time': 0.0002487565}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'bicg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25153040.0, 'norm': 9.683127e-15, 'time': 0.00101927}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'bicg', 'pc_type': 'ilu'}	{'iter': 4, 'mem': 25116220.0, 'norm': 1.944547e-06, 'time': 0.0002965193}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 3, 'mem': 24416460.0, 'norm': 3578883.0, 'time': 3.857196e-05}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'richardson', 'pc_type': 'asm'}	{'iter': 5, 'mem': 25994320.0, 'norm': 1.992866e-07, 'time': 0.0005329092}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 10, 'mem': 27247700.0, 'norm': 0.0, 'time': 0.003535514}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 17, 'mem': 24675570.0, 'norm': 2.132141e-06, 'time': 0.0001875656}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'richardson', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25069280.0, 'norm': 9.683127e-15, 'time': 0.0009319303}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'richardson', 'pc_type': 'ilu'}	{'iter': 5, 'mem': 24686510.0, 'norm': 1.992866e-07, 'time': 0.000211235}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'gmres', 'pc_type': 'none'}	{'iter': 3107, 'mem': 25977980.0, 'norm': 2.253836e-05, 'time': 0.07900031}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'gmres', 'pc_type': 'asm'}	{'iter': 4, 'mem': 27161480.0, 'norm': 8.263422e-07, 'time': 0.0005666895}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 7, 'mem': 27356080.0, 'norm': 1.028385e-06, 'time': 0.003194604}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 10, 'mem': 26037450.0, 'norm': 2.287218e-06, 'time': 0.0002128169}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'gmres', 'pc_type': 'lu'}	{'iter': 1, 'mem': 26378320.0, 'norm': 7.39691e-13, 'time': 0.001001946}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'gmres', 'pc_type': 'ilu'}	{'iter': 4, 'mem': 25838920.0, 'norm': 8.263422e-07, 'time': 0.0003344454}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'chebyshev', 'pc_type': 'asm'}	{'iter': 28, 'mem': 27393720.0, 'norm': 4.117071e-06, 'time': 0.001295082}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 28169750.0, 'norm': 3.817397e-06, 'time': 0.005104536}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 28, 'mem': 26731400.0, 'norm': 2.720888e-06, 'time': 0.0004929745}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'chebyshev', 'pc_type': 'lu'}	{'iter': 23, 'mem': 27212430.0, 'norm': 2.139919e-06, 'time': 0.001768248}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/Uy/0	{'ksp_type': 'chebyshev', 'pc_type': 'ilu'}	{'iter': 28, 'mem': 26891880.0, 'norm': 4.117071e-06, 'time': 0.0007402886}

multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 3292, 'mem': 24579320.0, 'norm': 1.665937e-10, 'time': 0.0455821}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'cg', 'pc_type': 'asm'}	{'iter': 46, 'mem': 25643130.0, 'norm': 2.266308e-06, 'time': 0.001643182}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 13, 'mem': 27382330.0, 'norm': 1.688881e-06, 'time': 0.003756602}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 142, 'mem': 24431000.0, 'norm': 3.103512e-06, 'time': 0.002045747}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'cg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25197850.0, 'norm': 1.1256e-13, 'time': 0.0009471769}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'cg', 'pc_type': 'ilu'}	{'iter': 46, 'mem': 25058140.0, 'norm': 2.266308e-06, 'time': 0.001112899}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 3292, 'mem': 24160580.0, 'norm': 1.665937e-10, 'time': 0.07378334}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'bicg', 'pc_type': 'asm'}	{'iter': 46, 'mem': 25949880.0, 'norm': 2.266308e-06, 'time': 0.002708777}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 13, 'mem': 27343010.0, 'norm': 1.688881e-06, 'time': 0.004646226}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 142, 'mem': 24778420.0, 'norm': 3.103512e-06, 'time': 0.003396964}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'bicg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25054740.0, 'norm': 1.1256e-13, 'time': 0.001010999}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'bicg', 'pc_type': 'ilu'}	{'iter': 46, 'mem': 24686670.0, 'norm': 2.266308e-06, 'time': 0.00191846}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 10000, 'mem': 24080340.0, 'norm': 0.003235908, 'time': 0.08747794}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'richardson', 'pc_type': 'asm'}	{'iter': 547, 'mem': 26053710.0, 'norm': 3.337826e-06, 'time': 0.01141741}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 19, 'mem': 27281410.0, 'norm': 0.0, 'time': 0.003733884}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 3359, 'mem': 24206870.0, 'norm': 3.303142e-06, 'time': 0.03007374}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'richardson', 'pc_type': 'lu'}	{'iter': 1, 'mem': 25126630.0, 'norm': 1.1256e-13, 'time': 0.0009878264}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'richardson', 'pc_type': 'ilu'}	{'iter': 547, 'mem': 25095620.0, 'norm': 3.337826e-06, 'time': 0.009032041}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'gmres', 'pc_type': 'asm'}	{'iter': 56, 'mem': 27059650.0, 'norm': 3.17854e-06, 'time': 0.002497913}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 27432510.0, 'norm': 2.662615e-06, 'time': 0.003521953}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 175, 'mem': 26265190.0, 'norm': 3.270949e-06, 'time': 0.00452635}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'gmres', 'pc_type': 'lu'}	{'iter': 1, 'mem': 26135270.0, 'norm': 6.491657e-13, 'time': 0.0009335263}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'gmres', 'pc_type': 'ilu'}	{'iter': 56, 'mem': 26245080.0, 'norm': 3.17854e-06, 'time': 0.002061068}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 3, 'mem': 26419120.0, 'norm': 3015.821, 'time': 0.0002646055}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'chebyshev', 'pc_type': 'asm'}	{'iter': 234, 'mem': 27620070.0, 'norm': 3.185107e-06, 'time': 0.005636339}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 29, 'mem': 27851820.0, 'norm': 2.506588e-06, 'time': 0.005202061}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'chebyshev', 'pc_type': 'lu'}	{'iter': 23, 'mem': 26957780.0, 'norm': 2.139919e-06, 'time': 0.001776015}
multiphase/multiphaseInterFoam/RAS/damBreak4phase/p_rgh/0	{'ksp_type': 'chebyshev', 'pc_type': 'ilu'}	{'iter': 234, 'mem': 26645540.0, 'norm': 3.185107e-06, 'time': 0.004105841}

multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'cg', 'pc_type': 'none'}	{'iter': 851, 'mem': 26656930.0, 'norm': 8.923482e-08, 'time': 0.03297278}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'cg', 'pc_type': 'asm'}	{'iter': 65, 'mem': 28636240.0, 'norm': 5.145251e-06, 'time': 0.005706547}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 24, 'mem': 30326370.0, 'norm': 3.838417e-06, 'time': 0.01170135}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 247, 'mem': 26835640.0, 'norm': 4.854182e-06, 'time': 0.009747618}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'cg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 31347670.0, 'norm': 2.906198e-13, 'time': 0.003109474}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'cg', 'pc_type': 'ilu'}	{'iter': 65, 'mem': 27128830.0, 'norm': 5.145251e-06, 'time': 0.004329707}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'bicg', 'pc_type': 'none'}	{'iter': 851, 'mem': 26427230.0, 'norm': 8.923482e-08, 'time': 0.05332198}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'bicg', 'pc_type': 'asm'}	{'iter': 65, 'mem': 28590650.0, 'norm': 5.145111e-06, 'time': 0.009695947}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 24, 'mem': 30537520.0, 'norm': 3.838417e-06, 'time': 0.01671202}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 247, 'mem': 27017460.0, 'norm': 4.854182e-06, 'time': 0.01606358}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'bicg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 31470920.0, 'norm': 2.906198e-13, 'time': 0.003367274}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'bicg', 'pc_type': 'ilu'}	{'iter': 65, 'mem': 27608350.0, 'norm': 5.145111e-06, 'time': 0.007573643}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'richardson', 'pc_type': 'none'}	{'iter': 214, 'mem': 26350100.0, 'norm': 9393.43, 'time': 0.005279319}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 42, 'mem': 30393960.0, 'norm': 0.0, 'time': 0.01414724}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'richardson', 'pc_type': 'lu'}	{'iter': 1, 'mem': 31197350.0, 'norm': 2.906198e-13, 'time': 0.00315389}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'richardson', 'pc_type': 'ilu'}	{'iter': 1816, 'mem': 26855750.0, 'norm': 5.648183e-06, 'time': 0.08621688}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'gmres', 'pc_type': 'asm'}	{'iter': 89, 'mem': 31035470.0, 'norm': 4.755593e-06, 'time': 0.01068698}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 22, 'mem': 31145530.0, 'norm': 4.441823e-06, 'time': 0.01180464}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 343, 'mem': 29570420.0, 'norm': 5.609507e-06, 'time': 0.02557169}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'gmres', 'pc_type': 'lu'}	{'iter': 1, 'mem': 32340340.0, 'norm': 1.198176e-12, 'time': 0.003251316}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'gmres', 'pc_type': 'ilu'}	{'iter': 89, 'mem': 29421730.0, 'norm': 4.755593e-06, 'time': 0.009306594}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'chebyshev', 'pc_type': 'none'}	{'iter': 3, 'mem': 29072920.0, 'norm': 24952.59, 'time': 0.0007324187}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'chebyshev', 'pc_type': 'asm'}	{'iter': 1011, 'mem': 30833580.0, 'norm': 5.650776e-06, 'time': 0.05946085}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 33, 'mem': 30869710.0, 'norm': 4.854026e-06, 'time': 0.01484144}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'chebyshev', 'pc_type': 'lu'}	{'iter': 23, 'mem': 33353360.0, 'norm': 3.594726e-06, 'time': 0.006041995}
multiphase/interFoam/laminar/climbingRod/pcorr/0	{'ksp_type': 'chebyshev', 'pc_type': 'ilu'}	{'iter': 1011, 'mem': 29712180.0, 'norm': 5.650776e-06, 'time': 0.04847924}

multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'cg', 'pc_type': 'asm'}	{'iter': 1, 'mem': 28918210.0, 'norm': 1.667997e-14, 'time': 0.001164242}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'cg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 30424680.0, 'norm': 4.834795e-14, 'time': 0.00725406}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'cg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 26503410.0, 'norm': 1.667997e-14, 'time': 0.0001214515}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'cg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 31806220.0, 'norm': 1.667997e-14, 'time': 0.002209916}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'cg', 'pc_type': 'ilu'}	{'iter': 1, 'mem': 27034130.0, 'norm': 1.667997e-14, 'time': 0.0003339847}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'bicg', 'pc_type': 'asm'}	{'iter': 1, 'mem': 28557760.0, 'norm': 1.667997e-14, 'time': 0.001174959}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'bicg', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 30635170.0, 'norm': 4.834795e-14, 'time': 0.008016368}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'bicg', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 26661480.0, 'norm': 1.667997e-14, 'time': 0.0001593459}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'bicg', 'pc_type': 'lu'}	{'iter': 1, 'mem': 31817440.0, 'norm': 1.667997e-14, 'time': 0.002446361}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'bicg', 'pc_type': 'ilu'}	{'iter': 1, 'mem': 27218530.0, 'norm': 1.667997e-14, 'time': 0.0004054485}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'richardson', 'pc_type': 'asm'}	{'iter': 1, 'mem': 28561450.0, 'norm': 4.341012e-15, 'time': 0.001048479}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'richardson', 'pc_type': 'gamg'}	{'iter': 12, 'mem': 30140090.0, 'norm': 0.0, 'time': 0.008842919}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'richardson', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 26771540.0, 'norm': 4.341012e-15, 'time': 8.10354e-05}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'richardson', 'pc_type': 'lu'}	{'iter': 1, 'mem': 31848410.0, 'norm': 4.341012e-15, 'time': 0.002311658}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'richardson', 'pc_type': 'ilu'}	{'iter': 1, 'mem': 26933170.0, 'norm': 4.341012e-15, 'time': 0.0003183118}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'gmres', 'pc_type': 'asm'}	{'iter': 1, 'mem': 29660980.0, 'norm': 1.482968e-12, 'time': 0.001070455}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'gmres', 'pc_type': 'gamg'}	{'iter': 2, 'mem': 30292050.0, 'norm': 2.716521e-12, 'time': 0.007120115}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'gmres', 'pc_type': 'jacobi'}	{'iter': 1, 'mem': 27894740.0, 'norm': 1.482968e-12, 'time': 0.0001235036}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'gmres', 'pc_type': 'lu'}	{'iter': 1, 'mem': 32402960.0, 'norm': 1.482968e-12, 'time': 0.002212302}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'gmres', 'pc_type': 'ilu'}	{'iter': 1, 'mem': 28133340.0, 'norm': 1.482968e-12, 'time': 0.0003503966}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'chebyshev', 'pc_type': 'asm'}	{'iter': 23, 'mem': 30359550.0, 'norm': 3.594726e-06, 'time': 0.002443926}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'chebyshev', 'pc_type': 'gamg'}	{'iter': 28, 'mem': 30979690.0, 'norm': 3.979664e-06, 'time': 0.01298855}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'chebyshev', 'pc_type': 'jacobi'}	{'iter': 23, 'mem': 28638330.0, 'norm': 3.594726e-06, 'time': 0.000761519}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'chebyshev', 'pc_type': 'lu'}	{'iter': 23, 'mem': 32866710.0, 'norm': 3.594726e-06, 'time': 0.005001309}
multiphase/interFoam/laminar/climbingRod/sigma.liquidxx/0	{'ksp_type': 'chebyshev', 'pc_type': 'ilu'}	{'iter': 23, 'mem': 29057310.0, 'norm': 3.594726e-06, 'time': 0.00149122}

